event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN16039,"08 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Government of Kenya (2022-)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,1,"Citizen (Kenya); Ebru Television",National,"On 8 October 2024, members of the county assembly physically ejected the assembly speaker from office in Nyamira (Nyamira, Nyamira) over claims of their involvement in corruption. Extent of injuries unknown/not reported.",0,"crowd size=no report; local administrators",1729545344
KEN16039,"08 October 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Government of Kenya (2022-)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,1,"Citizen (Kenya); Ebru Television",National,"On 8 October 2024, members of the county assembly physically ejected the assembly speaker from office in Nyamira (Nyamira, Nyamira) over claims of their involvement in corruption. Extent of injuries unknown/not reported.",0,"crowd size=no report; local administrators",1729545344
KEN16036,"08 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Labor Group (Kenya); Students (Kenya); Taxi Drivers (Kenya)",Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Bungoma,Kanduyi,Township,Bungoma,0.5635,34.5606,2,"Citizen (Kenya); Kenyans.co; NTV (Kenya); TUKO","New media-National","On 8 October 2024, for the second day, Bungoma national polytechnic students joined by workers and boda boda taxi operators, pelted stones at the police with some attempting to snatch a gun from a police officer, in Bungoma (other sources mention Kanduyi) (Kanduyi, Bungoma) in demonstration against the poor leadership of the institution's principal, following the recent dismissal of their deputy principal. Police lobbed teargas as well as fired live ammunitions to disperse the group. One student was killed during the incident.",1,"crowd size=no report",1731368111
KEN16036,"08 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Bungoma,Kanduyi,Township,Bungoma,0.5635,34.5606,2,"Citizen (Kenya); Kenyans.co; NTV (Kenya); TUKO","New media-National","On 8 October 2024, for the second day, Bungoma national polytechnic students joined by workers and boda boda taxi operators, pelted stones at the police with some attempting to snatch a gun from a police officer, in Bungoma (other sources mention Kanduyi) (Kanduyi, Bungoma) in demonstration against the poor leadership of the institution's principal, following the recent dismissal of their deputy principal. Police lobbed teargas as well as fired live ammunitions to disperse the group. One student was killed during the incident.",1,"crowd size=no report",1731368111
KEN16030,"07 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado Central","Matapato South","Maili Tisa",-2.44,36.8467,1,"Citizen (Kenya)",National,"On 7 October 2024, members of the Mailwa group ranch marched in Maili Tisa (Kajiado Central, Kajiado) in protest against the move by the courts to dismiss the case challenging the election of new ranch officials. The group demanded the courts to listen to their plea",0,"crowd size=no report",1728963291
KEN16032,"07 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kilifi,Ganze,Sokoke,Vitengeni,-3.3611,39.7113,2,"Daily Nation (Kenya)",National,"On 7 October 2024, a mob attacked and killed a herder in Tinyanguo village near Vitengeni (Ganze, Kilifi) in retaliation for the recent killing of a woman in Milore village (coded separately).",1,"crowd size=no report",1728963291
KEN16032,"07 October 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Pastoralists (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kilifi,Ganze,Sokoke,Vitengeni,-3.3611,39.7113,2,"Daily Nation (Kenya)",National,"On 7 October 2024, a mob attacked and killed a herder in Tinyanguo village near Vitengeni (Ganze, Kilifi) in retaliation for the recent killing of a woman in Milore village (coded separately).",1,"crowd size=no report",1728963291
KEN16033,"07 October 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Kenya (2022-)",,"State forces","State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,"Embakasi East",,"Nairobi - Embakasi East",-1.2999,36.9333,1,"Citizen (Kenya); Daily Nation (Kenya); K24; Kenya Standard; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","On 7 October 2024, three armed men (likely police officers due to their involvement in the operation against government critics) abducted a KANU party communication officer from the Fedha neighborhood of Nairobi - Embakasi East (Embakasi East, Nairobi), before bundling him into a vehicle and speeding off to an unknown destination. The victim was blindfolded, taken to a dark room for an overnight stay, where he was undressed and interrogated on his tweets about the president, then later dumped at Ridge ways along Kiambu road on 8 October.",0,,1728963291
KEN16033,"07 October 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Kenya)","KANU: Kenya African National Union",Civilians,"State forces-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Nairobi,"Embakasi East",,"Nairobi - Embakasi East",-1.2999,36.9333,1,"Citizen (Kenya); Daily Nation (Kenya); K24; Kenya Standard; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","On 7 October 2024, three armed men (likely police officers due to their involvement in the operation against government critics) abducted a KANU party communication officer from the Fedha neighborhood of Nairobi - Embakasi East (Embakasi East, Nairobi), before bundling him into a vehicle and speeding off to an unknown destination. The victim was blindfolded, taken to a dark room for an overnight stay, where he was undressed and interrogated on his tweets about the president, then later dumped at Ridge ways along Kiambu road on 8 October.",0,,1728963291
KEN16034,"07 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Christian Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Kenya Broadcasting Corporation",National,"On 7 October 2024, religious leaders mainly from the Christian faith, gathered and chanted while carrying placards in Nairobi (Starehe, Nairobi) against the proposed impeachment of the deputy president. The group demanded that the president pardon the deputy president for any wrong doing committed.",0,"crowd size=no report",1728963291
KEN16027,"07 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Students (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Bungoma,Kanduyi,Township,Bungoma,0.5635,34.5606,1,"Kenya Broadcasting Corporation",National,"On 7 October 2024, Bungoma national polytechnic students marched along the Kanduyi - Bungoma highway, in Bungoma (Kanduyi, Bungoma) in protest against poor leadership of the institution's principal, following the recent dismissal of their deputy principal. The group demanded the deputy principal reinstated. The police used unspecified means to control the group.",0,"crowd size=no report",1731368111
KEN16035,"07 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,Gilgil,Mbaruk,Oljorai,-0.5749,36.1941,1,"Kenya Broadcasting Corporation; KTN News (Kenya)",National,"On 7 October 2024, residents marched while chanting in Oljorai (Gilgil, Nakuru) against a planned move by individuals in government to evict them from their ancestral land. Led by a former member of county assembly, the group demanded the government to help address the matter as well as ensure justice is served.",0,"crowd size=no report",1731368111
KEN16021,"06 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Embu,Manyatta,"Mbeti North",Gatunduri,-0.4816,37.4806,1,"Opera News (Kenya)",National,"On 6 October 2024, unknown people set ablaze unspecified property at Gatunduri secondary school (Manyatta, Embu). Property of unknown value was destroyed during the incident. The event happened in the context of school fires across the country.",0,"crowd size=no report",1728963291
KEN16022,"06 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Fishers (Kenya)",Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,"Homa Bay","Homa Bay Town","Homa Bay Central","Lela Beach",-0.5135,34.4726,2,"Daily Nation (Kenya); Kenya Broadcasting Corporation",National,"On 6 October 2024, rival fishermen clashed with each other with some looting the engine of a boat, while others pelted stones and bottles during a fishing expedition at (other sources mention near) Lela Beach on Lake Victoria (Homa Bay Town, Homa Bay) following a dispute over fishing grounds boundary. One group was out numbered, a fisherman fell into the lake and drowned, while scores of others sustained injuries during the incident.",1,"crowd size=no report",1728963291
KEN16022,"06 October 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Fishers (Kenya)",Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,"Homa Bay","Homa Bay Town","Homa Bay Central","Lela Beach",-0.5135,34.4726,2,"Daily Nation (Kenya); Kenya Broadcasting Corporation",National,"On 6 October 2024, rival fishermen clashed with each other with some looting the engine of a boat, while others pelted stones and bottles during a fishing expedition at (other sources mention near) Lela Beach on Lake Victoria (Homa Bay Town, Homa Bay) following a dispute over fishing grounds boundary. One group was out numbered, a fisherman fell into the lake and drowned, while scores of others sustained injuries during the incident.",1,"crowd size=no report",1728963291
KEN16023,"06 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Somali Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kilifi,Ganze,Sokoke,Milore,-3.2962,39.5682,1,"Daily Nation (Kenya)",National,"On 6 October 2024, three unknown assailants (described as herders from North Eastern, likely Somali herders as they form majority of herders who lease grazing fields in coastal Kenya) attacked and killed a woman using a machete, in Milore (Ganze, Kilifi) accusing her husband for stealing their goat.",1,,1728963291
KEN16023,"06 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Women (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Kilifi,Ganze,Sokoke,Milore,-3.2962,39.5682,1,"Daily Nation (Kenya)",National,"On 6 October 2024, three unknown assailants (described as herders from North Eastern, likely Somali herders as they form majority of herders who lease grazing fields in coastal Kenya) attacked and killed a woman using a machete, in Milore (Ganze, Kilifi) accusing her husband for stealing their goat.",1,,1728963291
KEN16024,"06 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Christian Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kirinyaga,"Kirinyaga South",Tebere,Thiba,-0.6833,37.35,2,"Citizen (Kenya); NTV (Kenya)","New media-National","On 6 October 2024, over 500 members of the joy holy trinity ministry, protested in Gakungu near Thiba (Kirinyaga South, Kirinyaga) against threats to their church leader by unknown people. The group demanded the security officers to investigate the matter.",0,"crowd size=over 500",1728963291
KEN16026,"06 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Christian Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Meru,"Imenti South","Abogeta East",Igoki,-0.095,37.693,1,"Kenya Broadcasting Corporation; NTV (Kenya)","New media-National","On 6 October 2024, Presbyterian Church of East Africa (PCEA) members, protested at Igoki south parish (Imenti South, Meru) against mistreatment, intimidations, and misuse of resources by the reverend. The group demanded the moderator of the general assembly to help address their grievances.",0,"crowd size=no report",1728963291
KEN16013,"05 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Students (Kenya)",Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Kwale,Kinango,Kinango,Kinango,-4.1381,39.3081,1,"Opera News (Kenya)",National,"On 5 October 2024, students vandalized window panes of some classes and dormitories, at Kinango secondary school (Kinango, Kwale) in demonstration against increased academic workload. Security officers (likely police officers, the most involved unit among security agents) used unspecified means to disperse the group.",0,"crowd size=no report",1728963291
KEN16013,"05 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Kwale,Kinango,Kinango,Kinango,-4.1381,39.3081,1,"Opera News (Kenya)",National,"On 5 October 2024, students vandalized window panes of some classes and dormitories, at Kinango secondary school (Kinango, Kwale) in demonstration against increased academic workload. Security officers (likely police officers, the most involved unit among security agents) used unspecified means to disperse the group.",0,"crowd size=no report",1728963291
